tool	project	commit	time	files
RMiner	intellij-community	219d6ddfd1db62c11efb57e0216436874e087834	47	31
RMiner	intellij-community	484038e916dc40bf87eca10c77889d79eca96c4d	31	6
RMiner	sonarqube	091ec857d24bfe139d2a5ce143ffc9b32b21cd7c	109	30
RMiner	sonarqube	7668c875dfa7240b1ec08eb60b42107bae1b4cd3	78	4
RMiner	elasticsearch	c928852d4ab7d8c744063979208709ed4429b8e9	343	25
RMiner	elasticsearch	f77804dad35c13d9ff96456e85737883cf7ddd99	12766	54
RMiner	elasticsearch	ff9041dc486adf0a8dec41f80bbfbdd49f97016a	500	60
RMiner	atomix	19a49f8f36b2f6d82534dc13504d672e41a3a8d1	2187	4
RMiner	byte-buddy	f1dfb66a368760e77094ac1e3860b332cf0e4eb5	16	2
RMiner	jackson-databind	44dea1f292933192ea5287d9b3e14a7daaef3c0f	109	7
RMiner	alluxio	6d10621465c0e6ae81ad8d240d70a55c72caeea6	15	10
RMiner	alluxio	0ba343846f21649e29ffc600f30a7f3e463fb24c	16	5
RMiner	orientdb	b40adc25008b6f608ee3eb3422c8884fff987337	312	18
RMiner	voltdb	e9efc045fbc6fa893c66a03b72b7eedb388cf96c	62	6
RMiner	voltdb	669e0722324965e3c99f29685517ac24d4ff2848	719	20
RMiner	java-driver	d5134b15fe6545ec8ab5c2256006cd6fe19eac92	235	18
RMiner	java-driver	3a0603f8f778be3219a5a0f3a7845cda65f1e172	15	2
RMiner	intellij-community	3972b9b3d4e03bdb5e62dfa663e3e0a1871e3c9f	63	8
RMiner	intellij-community	d71154ed21e2d5c65bb0ddb000bcb04ca5735048	47	4
RMiner	intellij-community	a97341973c3b683d62d1422e5404ed5c7ccf45f8	16	5
RMiner	sonarqube	06fa57185cba7304c69a7d6c792a15f2632e3e02	109	14
RMiner	undertow	d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	73658	22
RMiner	spring-data-rest	b7cba6a700d8c5e456cdeffe9c5bf54563eab7d3	94	25
RMiner	checkstyle	5a9b7249e3d092a78ac8e7d48aeeb62bf1c44e20	16	2
RMiner	vert.x	718782014519034b28f6d3182fd9d340b7b31a74	282	22
RMiner	drools	1bf2875e9d73e2d1cd3b58200d5300485f890ff5	8875	113
RMiner	spring-boot	1cfc6f64f64353bc5530a8ce8cdacfc3eba3e7b2	16	4
RMiner	spring-boot	20d39f7af2165c67d5221f556f58820c992d2cc6	15	2
RMiner	android_frameworks_base	658a918eebcbdeb4f920c2947ca8d0e79ad86d89	172	2
RMiner	orientdb	1089957b645bde069d3864563bbf1f7c7da8045c	78	3
RMiner	intellij-community	5f18bed8da4dda4fa516907ecbbe28f712e944f7	62	22
RMiner	JGroups	f1533756133dec84ce8218202585ac85904da7c9	31	4
RMiner	sshj	7c26ac669a4e17ca1d2319a5049a56424fd33104	0	3
RMiner	nutz	6599c748ef35d38085703cf3bd41b9b5b6af5f32	16	4
RMiner	buck	1c7c03dd9e6d5810ad22d37ecae59722c219ac35	453	46
RMiner	processing	d7f781da42e54824c17875a6036d3448672637f5	125	4
RMiner	rest.li	bd0d3bf75d31a8b5db34b8b66dfb28e5e1f492de	125	6
RMiner	fabric8	9e61a71540da58c3208fd2c7737f793c3f81e5ae	46	4
RMiner	gnucash-android	bba4af3f52064b5a2de2c9a57f9d34ba67dcdd8c	1094	12
RMiner	vert.x	32a8c9086040fd6d6fa11a214570ee4f75a4301f	110	6
RMiner	eureka	1cacbe2ad700275bc575234ff2b32ee0d6493817	63	6
RMiner	eureka	f6212a7e474f812f31ddbce6d4f7a7a0d498b751	46	2
RMiner	closure-compiler	ba5e6d44526a2491a7004423ca2ad780c6992c46	250	6
RMiner	crate	72b5348307d86b1a118e546c24d97f1ac1895bdb	18735	64
RMiner	WordPress-Android	2252ed3754bff8c39db48d172ac76ac5a4e15359	46	2
RMiner	infinispan	e3b0d87b3ca0fd27cec39937cb3dc3a05b0cfc4e	125	10
RMiner	geoserver	182f4d1174036417aad9d6db908ceaf64234fd5f	250	40
RMiner	spring-boot	cb98ee25ff52bf97faebe3f45cdef0ced9b4416e	94	4
RMiner	spring-boot	b47634176fa48ad925f79886c6aaca225cb9af64	16	6
RMiner	voltdb	c9b2006381301c99b66c50c4b31f329caac06137	32	4
RMiner	graphhopper	7f80425b6a0af9bdfef12c8a873676e39e0a04a6	41657	102
RMiner	sonarqube	5ff305abb3068e420d8e54a796591d75acc8b8be	0	11
RMiner	YCSB	0b024834549c53512ef18bce89f60ef9225d4819	141	4
RMiner	mbassador	40e41d11d7847d660bba6691859b0506514bd0ac	47	32
RMiner	buck	f26d234e8d3458f34454583c22e3bd5f4b2a5da8	32	2
RMiner	buck	0f8a0af934f09deef1b58e961ffe789c7299bcc1	1703	38
RMiner	Aeron	35893c115ba23bd62a7036a33390420f074ce660	109	2
RMiner	goclipse	851ab757698304e9d8d4ae24ab75be619ddae31a	15	18
RMiner	jackson-databind	da29a040ebae664274b28117b157044af0f525fa	375	10
RMiner	restlet-framework-java	e4de9513d0a06d381b4521211cf688b77379c39d	47	12
RMiner	BuildCraft	6abc40ed4850d74ee6c155f5a28f8b34881a0284	31	12
RMiner	glide	0d4b27952751de0caab01774048c3e0ec74824ce	16	4
RMiner	eureka	457a7f637ddb226acf477cae0b04c8ff16ec9a50	547	22
RMiner	cassandra	ec52e77ecde749e7c5a483b26cbd8041f2a5a33c	187	6
RMiner	closure-compiler	ea96643364e91125f560e9508a5cbcdb776bde64	4984	29
RMiner	robovm	bf5ee44b3b576e01ab09cae9f50300417b01dc07	2047	92
RMiner	netty	303cb535239a6f07cbe24a033ef965e2f55758eb	47	2
RMiner	crate	c7b6a7aa878aabd6400d2df0490e1eb2b810c8f9	937	32
RMiner	killbill	66901e86e8bea2b999ed9f33e013fa5ed21507c7	78	6
RMiner	jetty.project	1f3be625e62f44d929c01f6574678eea05754474	796	13
RMiner	graylog2-server	2ef067fc70055fc4d55c75937303414ddcf07e0e	563	21
RMiner	android_frameworks_base	15fd4f9caea01e53725086e290d3b35ec4bd4cd9	15	4
RMiner	rstudio	9a581e07cb6381d70f3fd9bb2055e810e2a682a9	1282	8
RMiner	open-keychain	c11fef6e7c80681ce69e5fdc7f4796b0b7a18e2b	422	8
RMiner	open-keychain	49d544d558e9c7f1106b5923204b1fbec2696cf7	156	28
RMiner	hazelcast	e66e49cd4a9dd8027204f712f780170a5c129f5b	31	14
RMiner	sonarqube	021bf45623b748e70f20d956e86d595191241786	7854	24
RMiner	jfinal	881baed894540031bd55e402933bcad28b74ca88	35838	154
RMiner	sms-backup-plus	c265bde2ace252bc1e1c65c6af93520e5994edd2	16	6
RMiner	async-http-client	f01d8610b9ceebc1de59d42f569b8af3efbe0a0f	15	4
RMiner	okhttp	c753d2e41ba667f9b5a31451a16ecbaecdc65d80	672	84
RMiner	spring-integration	247232bdde24b81814a82100743f77d881aaf06b	359	4
RMiner	grails-core	480537e0f8aaf50a7648bf445b33230aa32a9b44	265	8
RMiner	pig	7a1659c12d76b510809dea1dea1f5100bcf4cd60	31	2
RMiner	WordPress-Android	ab298886b59f4ad0235cd6d5764854189eb59eb6	125	6
RMiner	WordPress-Android	f8d5cf01f123a1d0a65857aa2db0571fe9cd1911	31	2
RMiner	infinispan	ce4f6292d6350a2c6b82d995352fdf6d07042c9c	10012	120
RMiner	sonarqube	0eaa5217883cfeca688aad1d462192c194741827	47	6
RMiner	neo4j	b83e6a535cbca21d5ea764b0c49bfca8a9ff9db4	563	35
RMiner	blueflood	c76e6e1f27a6697b3b88ad4ed710441b801afb3b	188	8
RMiner	antlr4	a9ca2efae56815dc464189b055ffe9da23766f7f	62	11
RMiner	k-9	23c49d834d3859fc76a604da32d1789d2e863303	2887	6
RMiner	processing	8707194f003444a9fb8e00bffa2893ef0c2492c6	31	2
RMiner	baasbox	d949fe9079a82ee31aa91244aa67baaf56b7e28f	31	7
RMiner	fabric8	07807aed847e1d0589c094461544e54a2677cbf5	93	6
RMiner	eureka	5103ace802b2819438318dd53b5b07512aae0d25	609	45
RMiner	closure-compiler	5a853a60f93e09c446d458673bc7a2f6bb26742c	1422	6
RMiner	alluxio	ed966510ccf8441115614e2258aea61df0ea55f5	16	6
RMiner	camel	5e08a9e8e93a2f117b5fbec9c6d54500d8e99a4d	16	6
RMiner	spring-framework	ece12f9d370108549fffac105e4bcb7faeaaf124	94	8
RMiner	eucalyptus	5a38d0bca0e48853c3f7c00a0f098bada64797df	1390	37
RMiner	jetty.project	13b63c194b010201c439932ece2f1bc628ebf287	125	6
RMiner	WordPress-Android	4bfe164cc8b4556b98df18098b162e0a84038b32	79	10
RMiner	infinispan	03573a655bcbb77f7a76d8e22d851cc22796b4f8	63	4
RMiner	rstudio	4983f83d1bedb7b737fc56d409c1c06b04e34e4e	390	4
RMiner	voltdb	a896b8bf8f7067e41291eb7771deed76b3621fa0	62	10
RMiner	tomcat	40f00732b9652350ac11830367fd32db67987fc7	47	6
RMiner	liferay-plugins	7c7ecf4cffda166938efd0ae34830e2979c25c73	16	4
RMiner	android_frameworks_base	5d1a70a4d32ac4c96a32535c68c69b20288d8968	4063	4
RMiner	open-keychain	de50b3becb31c367f867382ff9cd898ba1628350	188	16
RMiner	querydsl	09b9d989658ef5bf9333c081c92b57a7611ad207	172	27
RMiner	Osmand	c45b9e6615181b7d8f4d7b5b1cc141169081c02c	140	2
RMiner	java-algorithms-implementation	f2385a56e6aa040ea4ff18a23ce5b63a4eeacf29	1547	2
RMiner	java-algorithms-implementation	4ffcb5a65e6d24c58ef75a5cd7692e875619548d	1359	4
RMiner	Lealone	7a2e0ae5f6172cbe34f9bc4a5cde666314ff75dd	62	4
RMiner	TinkersConstruct	71820e573134be3fad3935035249cd77c4412f4e	16	9
RMiner	assertj-core	b36ab386559d04db114db8edd87c8d4cbf850c12	32	5
RMiner	k-9	9d44f0e06232661259681d64002dd53c7c43099d	453	4
RMiner	buck	7e104c3ed4b80ec8e9b72356396f879d1067cc40	250	4
RMiner	mockito	2d036ecf1d7170b4ec7346579a1ef8904109530a	219	4
RMiner	HikariCP	1571049ec04b1e7e6f082ed5ec071584e7200c12	32	10
RMiner	HikariCP	cd8c4d578a609bdd6395d3a8c49bfd19ed700dea	0	4
RMiner	processing	acf67c8cb58d13827e14bbeeec11a66f9277015f	297	2
RMiner	ratpack	da6167af3bdbf7663af6c20fb603aba27dd5e174	15	2
RMiner	drools	c8e09e2056c54ead97bce4386a25b222154223b1	172	29
RMiner	gradle	f841d8dda2bf461f595755f85c3eba786783702d	16	6
RMiner	MPS	797fb7fc1415ac0ebe9a8262677dfa4462ed6cb4	47	15
RMiner	languagetool	bec15926deb49d2b3f7b979d4cfc819947a434ec	672	31
RMiner	spring-framework	dd4bc630c3de70204081ab196945d6b55ab03beb	0	4
RMiner	OpenTripPlanner	e32f161fc023d1ee153c49df312ae10b06941465	63	24
RMiner	hive	e2dd54ab180b577b08cf6b0e69310ac81fc99fd3	125	8
RMiner	redisson	186357ac6c2da1a5a12c0287a08408ac5ec6683b	47	8
RMiner	core	8ea46f48063c38473c12ca7c114106ca910b6e74	31	4
RMiner	drill	ffae1691c0cd526ed1095fbabbc0855d016790d7	312	14
RMiner	seyren	5fb36a321af7df470d4c845cb18da8f85be31c38	156	12
RMiner	languagetool	01cddc5afb590b4d36cb784637a8ea8aa31d3561	563	2
RMiner	spring-framework	31a5434ea433bdec2283797bf9415c02bb2f41c1	140	23
RMiner	morphia	70a25d4afdc435e9cad4460b2a20b7aabdd21e35	78	6
RMiner	WordPress-Android	3b95d10985776fb7b710089ff71074fd2bf860ee	31	2
RMiner	graylog2-server	72acc2126611f0bff9b672de18b9b2f8dacdc03a	63	29
RMiner	spring-boot	becced5f0b7bac8200df7a5706b568687b517b90	78	6
RMiner	android_frameworks_base	f166866cd68efa963534c5bc7fc9ca38e4aa2838	15423	4
RMiner	intellij-community	6540dde58190f642e59ca10516f84eb85f855373	62	10
RMiner	presto	b7f4914d81a7a618acf2eba52af1093fc23cfba9	94	16
RMiner	neo4j	77fab3caea4495798a248035f0e928f745c7c2db	1362	32
RMiner	neo4j	001de307492df8f84ad15f6aaa0bd1e748d4ce27	23628	194
RMiner	neo4j	74d2cc420e5590ba3bc0ffcc15b30b76a9cbef0b	625	14
RMiner	go-lang-idea-plugin	0b93231025f51c7ec62fd8588985c5dc807854e4	31	4
RMiner	mongo-java-driver	8c5a20d786e66ee4c4b0d743f0f80bf681c419be	47	13
RMiner	cassandra	9a3fa887cfa03c082f249d1d4003d87c14ba5d24	391	35
RMiner	crate	5373a852a7e45715e0a6771b7cd56592994c07dd	1657	106
RMiner	spring-framework	e083683f4fe9206609201bb39a60bbd8ee0c8a0f	110	27
RMiner	morphia	5db323b99f7064af8780f2c35f245461cf55cc8e	110	12
RMiner	openhab1-addons	a9b1e5d67421ed98b49ae25c3bbd6e27a0ab1590	78	12
RMiner	hazelcast	4d05a3b1168441216dcaea8282c39338285182af	266	34
RMiner	wildfly	37d842bfed9779e662321a5ee43c36b058386843	16	4
RMiner	zuul	b25d3f32ed2e2da86f5c746098686445c2e2a314	15	10
RMiner	MapDB	32dd05fc13b53873bf18c589622b55d12e3883c7	703	22
RMiner	go-lang-idea-plugin	3d5e343df6a39ce3b41624b90974d83e9899541e	62	16
RMiner	go-lang-idea-plugin	b8929ccb4057c74ac64679216487a4abcd3ae1c3	31	8
RMiner	drill	8815eb7d947be6d2a0281c15a3a60d8ba040db95	797	76
RMiner	drill	711992f22ae6d6dfc43bdb4c01bf8f921d175b38	15	4
RMiner	spring-integration	ec5230abc7500734d7b78a176c291378e100a927	329	47
RMiner	springfox	e70b04810eb1e73f60e3d8b3980b8271ce473565	32	14
RMiner	infinispan	4184c577f4bbc57f3ac13639557cfd99cdaca3e7	15	6
RMiner	hive	5f78f9ef1e6c798849d34cc66721e6c1d9709b6f	78	4
RMiner	hive	abe6cd5d4614eb2ae3a78d85196f4d786d5886bd	2125	4
RMiner	structr	6c59050b8b03adf6d8043f3fb7add0496f447edf	0	2
RMiner	Signal-Android	99528dcc3b4a82b5e52a87d3e7aed5c6479028c7	718	27
RMiner	java-algorithms-implementation	ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9	85576	4
RMiner	blueflood	fce2d1f07c14bbac286e16ec666fd4bf26abd43d	1000	372
RMiner	buck	84b7b3974ae8171a4de2f804eb94fcd1d6cd6647	0	4
RMiner	buck	d49765899cb9df6781fff9773ffc244b5167351c	719	6
RMiner	buck	cfea606b129dbfc5703eb279d4803185afc99c58	5859	17
RMiner	bitcoinj	1d96e1ad1dca6e2151603e10515bb04f0c2730fc	31	8
RMiner	bitcoinj	a6601066ddc72ef8e71c46c5a51e1252ea0a1af5	500	38
RMiner	bitcoinj	2fd96c777164dd812e8b5a4294b162889601df1d	188	12
RMiner	jersey	fab1516773d50bf86d9cc37e2f6db13496f0ecae	219	30
RMiner	giraph	add1d4f07c925b8a9044cb3aa5bb4abdeaf49fc7	16	5
RMiner	cassandra	f797bfa4da53315b49f8d97b784047f33ba1bf5f	8708	82
RMiner	spring-data-neo4j	071588a418dbc743e0f7dbfe218cd8a6c0f97421	110	165
RMiner	mockito	7f20e63a7252f33c888085134d16ee8bf45f183f	469	116
RMiner	drill	3f0d9221d3f96c20db10e868cc33c2e972318ba6	16	6
RMiner	drill	00aa01fb90f3210d1e3027d7f759fb1085b814bd	4156	34
RMiner	aws-sdk-java	4baf0a4de8d03022df48d696d210cc8b3117d38a	30058	647
RMiner	gwt	22fb2c9c6974bd1fe0f6ff684f52e6cfbed1a387	547	22
RMiner	libgdx	2bd1557bc293cb8c2348374771aad832befbe26f	16	4
RMiner	sonarqube	0d9fcaa4415ee996e423a97cfe0d965586ca59a5	0	2
RMiner	neo4j	d3533c1a0716ca114d294b3ea183504c9725698f	2187	79
RMiner	buck	be292763b8c4cb09988023d6081b0a2d57b4c778	16	8
RMiner	fabric8	e068eb7f484f24dee285d29b8a910d9019592020	94	3
RMiner	drill	c1b847acdc8cb90a1498b236b3bb5c81ca75c044	2391	32
RMiner	BroadleafCommerce	abba5d83602c7ae23901bd579ba9fbb7dc36adc0	938	15
RMiner	xabber-android	faaf826e901f43d1b46105b18e655eb120f3ffef	16	5
RMiner	facebook-android-sdk	e813a0be86c87366157a0201e6c61662cadee586	1093	129
RMiner	killbill	4b5b74b6467a28fb9b7712f8091e4aa61c2d64b6	5516	12
RMiner	voltdb	e58c9c3eef4c6e44b21a97cfbd2862bb2eb4627a	516	20
RMiner	java-driver	9de5f0d408f861455716b8410fd53f62b360787d	78	6
RMiner	intellij-community	8d7a26edd1fedb9505b4f2b4fe57b2d2958b4dd9	63	2
RMiner	RedReader	51b8b0e1ad4be1b137d67774eab28dc0ef52cb0a	502	20
RMiner	testng	b5cf7a0252c8b0465c4dbd906717f7a12e26e6f8	0	6
RMiner	spring-data-jpa	c13f3469e1d64ec97b11f0509e45f9c3fa8ff88a	93	8
RMiner	ratpack	2581441eda268c45306423dd4c515514d98a14a0	15	11
RMiner	deeplearning4j	d4992887291cc0a7eeda87ad547fa9e1e7fda41c	53	4
RMiner	zookeeper	3fd77b419673ce6ec41e06cdc27558b1d8f4ca06	98	24
RMiner	AntennaPod	c64217e2b485f3c6b997a55b1ef910c8b72779d3	109	7
RMiner	gradle	79c66ceab11dae0b9fd1dade7bb4120028738705	15	14
RMiner	gradle	0e7345a9c10863dca9217ad902b825db50fed01f	204	26
RMiner	AndroidAsync	1bc7905b07821f840068089343e6b77a8686d1ab	31	4
RMiner	hive	102b23b16bf26cbf439009b4b95542490a082710	1390	28
RMiner	hive	7eb3567e7880511b76b8b65e8eb7d373927f2fb6	47	6
RMiner	spring-boot	1e464da2480568014a87dd0bac6febe63a76c889	734	25
RMiner	rstudio	229d1b60c03a3f8375451c68a6911660a3993777	204	12
RMiner	presto	364f50274d4b4b83d40930c0d2c4d0e57fb34589	500	43
RMiner	Activiti	53036cece662f9c796d2a187b0077059c3d9088a	79	17
RMiner	jackson-databind	cfe88fe3fbcc6b02ca55cee7b1f4ab13e249edea	31	3
RMiner	jbpm	83cfa21578e63956bca0715eefee2860c3b6d39a	94	2
RMiner	jbpm	a739d16d301f0e89ab0b9dfa56b4585bbad6b793	250	10
RMiner	cassandra	35668435090eb47cf8c5e704243510b6cee35a7b	3469	49
RMiner	gradle	527ac38334000e105daacb2aca25cb345d77c01e	156	8
RMiner	WordPress-Android	9dc3cbd59a20f03406f295a4a8f3b8676dbc939e	15	8
RMiner	graylog2-server	767171c90110c4c5781e8f6d19ece1fba0d492e9	297	8
RMiner	graylog2-server	f05e86c4d31987ff2f30330745c3eb605de4c4dc	16	6
RMiner	hive	d69e5cb21c04d9eede314aaa9ad059fc603fb025	172	15
RMiner	neo4j	d1a6ae2a16ba1d53b1de02eea8745d67c6a1a005	78	10
RMiner	neo4j	8d9bedbf96b14beb027ebc1338bc6d5750e1feb5	3156	150
RMiner	cordova-plugin-local-notifications	51f498a96b2fa1822e392027982c20e950535fd1	69986	107
RMiner	realm-java	9b5b10a0c254017a48651771029f4dfc0a61bcfa	110	16
RMiner	android_frameworks_base	3f2a0e7629d032712ab38ab1431cd0a9d91d4db6	12594	6
RMiner	orientdb	0a1ff849ec7709be8553383fe9c2c7301980dde0	94	18
RMiner	wire	85a690e3cdbbb8447342eefdf690e22ad1b33e02	1984	34
RMiner	MPS	fe6653db5fb9f1a25d5ee30e4d5d54ccdaba65fa	125	14
RMiner	jboss-eap-quickstarts	983e0e0e22ab5bd2c6ea44235518057ea45dcca9	15	4
RMiner	android_frameworks_base	4587c32ab8a1c8e2169e4f93491a8c927216a6ab	15	2
RMiner	orientdb	f50f234b24e6ada29c82ce57830118508bf55d51	1563	147
RMiner	voltdb	05bd8ecda456e0901ef7375b9ff7b120ae668eca	47	24
RMiner	hazelcast	c00275e7f85c8a9af5785f66cc0f75dc027b6cb6	531	18
RMiner	wildfly	c0f8a7f2b4341601df63c5470f41f157dbd83781	187	14
RMiner	Signal-Android	fa62b9bde224341e0c2d43c0694fc10c4df7336f	547	9
RMiner	truth	1768840bf1e69892fd2a23776817f620edfed536	281	3
RMiner	truth	200f1577d238a6d3fbcf99cb2a2585b2071214a6	47	4
RMiner	gh4a	b8fffb706258db4c4d2f608d8e8dad9312e2230d	296	14
RMiner	dmix	885771d57c97bd2dd48951e8aeaaa87ceb87532b	16	2
RMiner	spring-data-mongodb	3224fa8ce7e0079d6ad507e17534cdf01f758876	31	4
RMiner	guava	5bab9e837cf273250aa26702204f139fdcfd9e7a	78	4
RMiner	Aeron	4b762c2c70f06b0c5d2cd85866424c46478c827b	140	18
RMiner	spring-data-jpa	36d1b0717bc5836bba39985caadc2df5f2533ac4	32	17
RMiner	drill	b2bbd9941be6b132a83d27c0ae02c935e1dec5dd	765	21
RMiner	deeplearning4j	3325f5ccd23f8016fa28a24f878b54f1918546ed	15	2
RMiner	cucumber-jvm	0e815f3e1339f91960c7c64ab395de6dd8ff9eec	296	61
RMiner	hibernate-orm	44a02e5efc39c6953ca6dd631669d91293ab67f6	13291	45
RMiner	hibernate-orm	2f1b67b03f6c48aa189d7478e16ed0dcf8d50af8	594	64
RMiner	gradle	f394599bf1423be0be2d5822ed7f1271d2841225	0	2
RMiner	gradle	36ccb0f5c6771ff4be87a282560c090447520b66	531	26
RMiner	gradle	b1fb1192daa1647b0bd525600dd41063765eca70	16	6
RMiner	gradle	ba1da95200d080aef6251f13ced0ca67dff282be	16	9
RMiner	crate	d5f10a4958f5e870680be906689d92d1efb42480	62	18
RMiner	infinispan	35b6c869546a7968b6fd2f640add6eea87e03c22	17990	67
RMiner	j2objc	fa3e6fa02dadc675f0d487a15cd842b3ac4a0c11	265	4
RMiner	tomahawk-android	56c273ee11296288cb15320c3de781b94a1e8eb4	1797	26
RMiner	deeplearning4j	91cdfa1ffd937a4cb01cdc0052874ef7831955e2	812	6
RMiner	closure-compiler	b9a17665b158955ad28ef7f50cc0a8585460f053	3656	20
RMiner	spring-framework	ef0eb01f93d6c485cf37692fd193833a6821272a	140	6
RMiner	hive	b8d2140fe4faccadcf1a6343ec8cd0cc58c315f9	47	2
RMiner	intellij-community	ce5f9ff96e2718e4014655f819314ac2ac4bd8bf	10703	16
RMiner	Signal-Android	c4a37e38aba926c2bef27e4fc00e3a4848ce46bd	109	21
RMiner	Signal-Android	f0b2cc559026871c1b4d8e008666afb590553004	109	5
RMiner	android-demos	5cdabae35f0642e9fe243afe12e4c16b3378a150	16	6
RMiner	nutz	de7efe40dad0f4bb900c4fffa80ed377745532b3	203	2
RMiner	Conversations	bdc9f9a44f337ab595a3570833dc6a0558df904c	1594	10
RMiner	bitcoinj	95bfa40630e34f6f369e0055d9f37f49bca60247	63	2
RMiner	retrolambda	46b0d84de9c309bca48a99e572e6611693ed5236	31	10
RMiner	reactor	669b96c8aa4ed5134617932118de563bd4c34066	78	31
RMiner	checkstyle	a07cae0aca9f9072256b3a5fd05779e8d69b9748	15	8
RMiner	cassandra	f283ed29814403bde6350a2598cdd6e2c8b983d5	114	8
RMiner	MPS	7b5622d41537315710b6fd57b2739a3a64698375	46	7
RMiner	crate	563d281b61e9f8748858e911eaa810e981f1e953	125	18
RMiner	alluxio	b0938501f1014cf663e33b44ed5bb9b24d19a358	16	4
RMiner	gwt	e0dda9f61b7c409944c4734edf75b108e0288f59	16	3
RMiner	cas	7fb0d1ce3b6583013e81ac05eb9afb15d20eab7f	0	4
RMiner	facebook-android-sdk	19d1936c3b07d97d88646aeae30de747715e3248	7828	57
RMiner	hive	f664789737d516ac664462732664121acc111a1e	47	4
RMiner	Singularity	944aea445051891280a8ab7fbbd514c19646f1ab	62	6
RMiner	android_frameworks_base	910397f2390d6821a006991ed6035c76cbc74897	5250	32
RMiner	intellij-community	e1625136ba12907696ef4c6e922ce073293f3a2c	47	2
RMiner	openhab1-addons	cf1efb6d27a4037cdbe5a780afa6053859a60d4a	625	4
RMiner	hazelcast	69dd55c93fc99c5f7a1e2c21f10e671e311be49e	94	47
RMiner	auto	8967e7c33c59e1336e1e3b4671293ced5697fca6	62	6
RMiner	auto	8fc60d81fe0e46e7e5c96e71d4a93fcadc6bde4f	141	2
RMiner	helios	da39bfeb9c370abe2d86e6e327fade252434090d	94	4
RMiner	Conversations	925801c14e7500313069b2bc04abd066798a881c	15	6
RMiner	thymeleaf	378ba37750a9cb1b19a6db434dfa59308f721ea6	63	2
RMiner	thymeleaf	aed371dac5e1248880e869930c636994c3d0f8dc	344	5
RMiner	netty	8a16081a9322b4a4062baaf32edc6b6b8b4afa88	32	6
RMiner	alluxio	9aeefcd8120bb3b89cdb437d8c32d2ed84b8a825	16	2
RMiner	camel	cb0935e3af05b333b5c85a4fb3b1846836218f11	16	3
RMiner	camel	9f319029ecc031cf8bf1756ab8a0e9e4e52c2902	109	9
RMiner	android_frameworks_base	76331570e68446c17e4ff5287f5b7b2b6b472895	78	6
RMiner	hazelcast	679d38d4316c16ccba4982d7f3ba13c147a451cb	47	8
RMiner	RedReader	2b2bb6c734d106cdd1c0f4691607be2fe11d7ebb	13623	39
RMiner	helios	dd8753cfb0f67db4dde6c5254e2df3104b635dae	360	9
RMiner	schematic	c1a9dd63aca8bf488f9a671aa6281538540397f8	1219	5
RMiner	PocketHub	a7401e5091c06c68fae499ea1972b40143c66fa9	109	3
RMiner	cgeo	7e7e4f54801af4e49ebddb934d0c6ff33a2c2160	218	12
RMiner	deeplearning4j	3d080545362794ac5ab63a6cf1bdfb523a0d92a5	16	4
RMiner	javapoet	5a37c2aa596377cb4c9b6f916614407fd0a7d3db	78	6
RMiner	checkstyle	febbc986cb25ed460ea601c0a68c7d2597f89ee4	16	6
RMiner	alluxio	5b184ac783784c1ca4baf1437888c79bd9460763	15	2
RMiner	structr	15afd616cba5fb3d432d11a6de0d4f7805b202db	156	16
RMiner	spring-boot	84937551787072a4befac29fb48436b3187ac4c6	1328	10
RMiner	intellij-community	af618666043f21b3db7e6a1be2aa225ae0f432b4	62	2
RMiner	hazelcast	76d7f5e3fe4eb41b383c1d884bc1217b9fa7192e	1313	38
RMiner	spring-security	64938ebcfc2fc8cd9ccd6cf31dbcd8cdd0660aca	47	12
RMiner	neo4j	a26b61201cd86c9a8773b418d9c84b446e95a601	1766	261
RMiner	neo4j	5fa74fbb4a307571e3807c1201b8b05d3d60a99b	188	33
RMiner	jline2	80d3ffb5aafa90992385c17e8338c2cc5def3cec	843	2
RMiner	docx4j	e29924b33ec0c0298ba4fc3f7a8c218c8e6cfa0c	844	415
RMiner	feign	b2b4085348de32f10903970dded99fdf0376a43c	2141	21
RMiner	FBReaderJ	42e0649f82779ecd48bff6448924fc7dc2534554	109	8
RMiner	Activiti	ca7d0c3b33a0863bed04c77932b9ef6b1317f34e	0	2
RMiner	Activiti	a70ca1d9ad2ea07b19c5e1f9540c809d7a12d3fb	63	2
RMiner	aws-sdk-java	14593c6379445f260baeb5287f618758da6d9952	594	148
RMiner	BroadleafCommerce	9687048f76519fc89b4151cbe2841bbba61a401d	32	2
RMiner	drools	7ffc62aa554f5884064b81ee80078e35e3833006	31	4
RMiner	robovm	7837d0baf1aef45340eec699516a8c3a22aeb553	32	2
RMiner	springfox	2307ff3a4ca367aaf64088b7b1e1bbf212c9bf3a	16	16
RMiner	WordPress-Android	1b21ba4bcea986988d4bbd578e3bb9a20ec69606	610	6
RMiner	intellij-community	619a6012da868d0d42d9628460f2264effe9bdba	141	2
RMiner	intellij-community	10f769a60c7c7b73982e978959d381df487bbe2d	219	10
RMiner	intellij-community	7c59f2a4f9b03a9e48ca15554291a03477aa19c1	2015	8
RMiner	intellij-community	a9379ee529ed87e28c0736c3c6657dcd6a0680e4	125	4
RMiner	intellij-community	9f7de200c9aef900596b09327a52d33241a68d9c	297	19
